Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;Tolueno (µg/m3)
28/03/2017;20:00;0,21;0,2;"Muy buena / ";0,17;0,04;0;32;Muy buena / Oso ona;32;0,03;13;Muy buena / Oso ona;4;Muy buena / Oso ona;0,44
28/03/2017;19:00;0,16;0,18;"Muy buena / ";0,17;0,04;1;24;Muy buena / Oso ona;24;0;15;Muy buena / Oso ona;5;Muy buena / Oso ona;0,15
28/03/2017;18:00;0,06;0,17;"Muy buena / ";0,17;0,04;1;12;Muy buena / Oso ona;14;0,02;11;Muy buena / Oso ona;3;Muy buena / Oso ona;0,26
28/03/2017;17:00;0,08;0,17;"Muy buena / ";0,17;0,04;1;10;Muy buena / Oso ona;12;0;9;Muy buena / Oso ona;2;Muy buena / Oso ona;0,33
28/03/2017;16:00;0,13;0,15;"Muy buena / ";0,17;0,04;1;8;Muy buena / Oso ona;10;0;5;Muy buena / Oso ona;4;Muy buena / Oso ona;0,1
28/03/2017;15:00;0,06;0,15;"Muy buena / ";0,2;0,04;1;8;Muy buena / Oso ona;10;0,02;6;Muy buena / Oso ona;0;Muy buena / Oso ona;0,12
28/03/2017;14:00;0,11;0,17;"Muy buena / ";0,28;0,04;1;8;Muy buena / Oso ona;10;0;6;Muy buena / Oso ona;1;Muy buena / Oso ona;0,23
28/03/2017;13:00;0,11;0,16;"Muy buena / ";0,33;0,04;1;7;Muy buena / Oso ona;9;0;5;Muy buena / Oso ona;0;Muy buena / Oso ona;0,33
28/03/2017;12:00;0,13;0,17;"Muy buena / ";0,36;0,04;1;9;Muy buena / Oso ona;12;0;5;Muy buena / Oso ona;1;Muy buena / Oso ona;0,36
28/03/2017;11:00;0,21;0,18;"Muy buena / ";0,37;0,04;1;8;Muy buena / Oso ona;10;0,02;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,41
28/03/2017;10:00;0,23;0,17;"Muy buena / ";0,37;0,08;1;9;Muy buena / Oso ona;11;0,08;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;0,53
28/03/2017;09:00;0,32;0,2;"Muy buena / ";0,37;0,18;3;14;Muy buena / Oso ona;18;0,26;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;1,21
28/03/2017;08:00;1,46;0,26;"Muy buena / ";0,36;0,75;12;36;Muy buena / Oso ona;55;3,16;43;Buena / Ona;18;Muy buena / Oso ona;7,64
28/03/2017;07:00;2,36;0,65;"Muy buena / ";0,34;0,99;134;76;Muy buena / Oso ona;281;4,04;45;Buena / Ona;19;Muy buena / Oso ona;12,34
28/03/2017;06:00;1,31;0,8;"Muy buena / ";0,26;0,62;152;73;Muy buena / Oso ona;306;1,7;41;Buena / Ona;19;Muy buena / Oso ona;8,57
28/03/2017;05:00;0,77;0,4;"Muy buena / ";0,2;0,4;43;60;Muy buena / Oso ona;126;0,77;24;Muy buena / Oso ona;14;Muy buena / Oso ona;5,68
28/03/2017;04:00;0,32;0,28;"Muy buena / ";0,17;0,08;5;42;Muy buena / Oso ona;49;0,16;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;1,45
28/03/2017;03:00;0,24;0,19;"Muy buena / ";0,16;0,04;0;21;Muy buena / Oso ona;21;0;10;Muy buena / Oso ona;5;Muy buena / Oso ona;0,73
28/03/2017;02:00;0,4;0,18;"Muy buena / ";0,16;0,04;0;17;Muy buena / Oso ona;17;0,05;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,01
28/03/2017;01:00;0,4;0,19;"Muy buena / ";0,16;0,08;0;21;Muy buena / Oso ona;21;0,03;15;Muy buena / Oso ona;5;Muy buena / Oso ona;0,5
27/03/2017;24:00;;0,15;"Muy buena / ";0,16;;0;8;Muy buena / Oso ona;8;;11;Muy buena / Oso ona;3;Muy buena / Oso ona;
27/03/2017;23:00;0,1;0,16;"Muy buena / ";0,17;0,04;0;8;Muy buena / Oso ona;8;0;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;0,04
27/03/2017;22:00;0,13;0,14;"Muy buena / ";0,17;0,04;0;8;Muy buena / Oso ona;8;0;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0,12
27/03/2017;21:00;0,25;0,15;"Muy buena / ";0,17;0,04;1;15;Muy buena / Oso ona;15;0;7;Muy buena / Oso ona;5;Muy buena / Oso ona;0,62
27/03/2017;20:00;0,25;0,16;"Muy buena / ";0,17;0,04;0;20;Muy buena / Oso ona;20;0;10;Muy buena / Oso ona;5;Muy buena / Oso ona;0,29
27/03/2017;19:00;0,23;0,18;"Muy buena / ";0,18;0,04;1;21;Muy buena / Oso ona;22;0,02;9;Muy buena / Oso ona;2;Muy buena / Oso ona;0,43
27/03/2017;18:00;0,21;0,17;"Muy buena / ";0,17;0,08;2;24;Muy buena / Oso ona;26;0;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;0,41
27/03/2017;17:00;0,18;0,18;"Muy buena / ";0,16;0,04;1;19;Muy buena / Oso ona;21;0;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0,22
27/03/2017;16:00;0,23;0,22;"Muy buena / ";0,16;0,04;4;19;Muy buena / Oso ona;25;0,02;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,29
27/03/2017;15:00;0,21;0,2;"Muy buena / ";0,16;0,04;4;19;Muy buena / Oso ona;24;0,02;11;Muy buena / Oso ona;4;Muy buena / Oso ona;0,23
27/03/2017;14:00;0,13;0,14;"Muy buena / ";0,15;0,04;2;15;Muy buena / Oso ona;18;0;9;Muy buena / Oso ona;3;Muy buena / Oso ona;0,16
27/03/2017;13:00;0,23;0,17;"Muy buena / ";0,15;0,04;3;12;Muy buena / Oso ona;16;0;5;Muy buena / Oso ona;2;Muy buena / Oso ona;0,32
27/03/2017;12:00;0,21;0,18;"Muy buena / ";0,15;0,04;4;11;Muy buena / Oso ona;17;0;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,35
27/03/2017;11:00;0,21;0,13;"Muy buena / ";0,14;0,04;3;12;Muy buena / Oso ona;17;0,02;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,3
27/03/2017;10:00;0,21;0,12;"Muy buena / ";0,14;0,04;2;11;Muy buena / Oso ona;14;0,09;7;Muy buena / Oso ona;5;Muy buena / Oso ona;0,3
27/03/2017;09:00;0,35;0,15;"Muy buena / ";0,15;0,08;4;18;Muy buena / Oso ona;24;0,02;9;Muy buena / Oso ona;7;Muy buena / Oso ona;0,91
27/03/2017;08:00;0,32;0,18;"Muy buena / ";0,16;0,04;6;32;Muy buena / Oso ona;41;0;12;Muy buena / Oso ona;9;Muy buena / Oso ona;0,56
27/03/2017;07:00;0,28;0,15;"Muy buena / ";0,17;0,04;2;25;Muy buena / Oso ona;28;0;11;Muy buena / Oso ona;7;Muy buena / Oso ona;0,32
27/03/2017;06:00;0,21;0,15;"Muy buena / ";0,18;0,04;2;19;Muy buena / Oso ona;21;0;12;Muy buena / Oso ona;4;Muy buena / Oso ona;0
27/03/2017;05:00;0,13;0,12;"Muy buena / ";0,19;0,04;1;7;Muy buena / Oso ona;9;0;8;Muy buena / Oso ona;5;Muy buena / Oso ona;0
27/03/2017;04:00;0,15;0,13;"Muy buena / ";0,2;0,04;0;5;Muy buena / Oso ona;5;0;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0
27/03/2017;03:00;0,16;0,12;"Muy buena / ";0,23;0,04;0;4;Muy buena / Oso ona;4;0;13;Muy buena / Oso ona;3;Muy buena / Oso ona;0
27/03/2017;02:00;0,21;0,22;"Muy buena / ";0,24;0,04;0;4;Muy buena / Oso ona;4;0;12;Muy buena / Oso ona;5;Muy buena / Oso ona;0
27/03/2017;01:00;0,37;0,21;"Muy buena / ";0,25;0,04;0;4;Muy buena / Oso ona;4;0;13;Muy buena / Oso ona;7;Muy buena / Oso ona;0,03
26/03/2017;24:00;;0,22;"Muy buena / ";0,25;;0;7;Muy buena / Oso ona;7;;8;Muy buena / Oso ona;3;Muy buena / Oso ona;
26/03/2017;23:00;0,23;0,23;"Muy buena / ";0,25;0,04;1;15;Muy buena / Oso ona;17;0;11;Muy buena / Oso ona;0;Muy buena / Oso ona;0,22
26/03/2017;22:00;0,13;0,24;"Muy buena / ";0,25;0,04;0;10;Muy buena / Oso ona;10;0;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,3
26/03/2017;21:00;0,3;0,25;"Muy buena / ";0,24;0,04;1;15;Muy buena / Oso ona;16;0;10;Muy buena / Oso ona;1;Muy buena / Oso ona;0,73
26/03/2017;20:00;0,3;0,32;"Muy buena / ";0,23;0,04;2;27;Muy buena / Oso ona;29;0,02;11;Muy buena / Oso ona;0;Muy buena / Oso ona;0,33
26/03/2017;19:00;0,23;0,26;"Muy buena / ";0,21;0,04;2;23;Muy buena / Oso ona;26;0;15;Muy buena / Oso ona;2;Muy buena / Oso ona;0,26
26/03/2017;18:00;0,18;0,25;"Muy buena / ";0,19;0,04;2;15;Muy buena / Oso ona;18;0;12;Muy buena / Oso ona;1;Muy buena / Oso ona;0,08
26/03/2017;17:00;0,21;0,25;"Muy buena / ";0,18;0,04;2;12;Muy buena / Oso ona;15;0;6;Muy buena / Oso ona;5;Muy buena / Oso ona;0
26/03/2017;16:00;0,16;0,23;"Muy buena / ";0,17;0,04;2;11;Muy buena / Oso ona;14;0;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0,03
26/03/2017;15:00;0,18;0,21;"Muy buena / ";0,16;0,04;1;8;Muy buena / Oso ona;11;0;7;Muy buena / Oso ona;1;Muy buena / Oso ona;0,1
26/03/2017;14:00;0,18;0,16;"Muy buena / ";0,15;0,04;1;8;Muy buena / Oso ona;10;0;7;Muy buena / Oso ona;1;Muy buena / Oso ona;0,27
26/03/2017;13:00;0,21;0,17;"Muy buena / ";0,16;0,04;3;10;Muy buena / Oso ona;14;0;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,15
26/03/2017;12:00;0,21;0,15;"Muy buena / ";0,16;0,04;2;10;Muy buena / Oso ona;13;0;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;0,03
26/03/2017;11:00;0,13;0,16;"Muy buena / ";0,16;0,04;2;8;Muy buena / Oso ona;10;0;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;0,03
26/03/2017;10:00;0,28;0,15;"Muy buena / ";0,16;0,04;2;8;Muy buena / Oso ona;11;0;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;0,36
26/03/2017;09:00;0,3;0,17;"Muy buena / ";0,17;0,04;4;11;Muy buena / Oso ona;17;0;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,25
26/03/2017;08:00;0,25;0,16;"Muy buena / ";0,17;0,04;3;17;Muy buena / Oso ona;21;0;8;Muy buena / Oso ona;5;Muy buena / Oso ona;0,63
26/03/2017;07:00;0,3;0,14;"Muy buena / ";0,18;0,04;1;15;Muy buena / Oso ona;17;0;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,58
26/03/2017;06:00;0,28;0,16;"Muy buena / ";0,19;0,04;1;23;Muy buena / Oso ona;24;0,02;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,61
26/03/2017;05:00;0,34;0,16;"Muy buena / ";0,19;0,08;1;17;Muy buena / Oso ona;18;0,03;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1,11
26/03/2017;04:00;0,4;0,18;"Muy buena / ";0,19;0,04;1;24;Muy buena / Oso ona;26;0,1;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1,04
26/03/2017;03:00;0,57;0,19;"Muy buena / ";0,19;0,15;3;29;Muy buena / Oso ona;32;0,16;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;2,08
26/03/2017;02:00;0,54;0,18;"Muy buena / ";0,19;0,18;1;24;Muy buena / Oso ona;25;0,09;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1,44
26/03/2017;01:00;0,62;0,21;"Muy buena / ";0,19;0,05;2;34;Muy buena / Oso ona;37;0,03;27;Muy buena / Oso ona;4;Muy buena / Oso ona;1,03
25/03/2017;24:00;;0,2;"Muy buena / ";0,18;;1;27;Muy buena / Oso ona;28;;16;Muy buena / Oso ona;6;Muy buena / Oso ona;
25/03/2017;23:00;11,91;0,2;"Muy buena / ";0,17;0,04;2;24;Muy buena / Oso ona;26;0,04;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;0,78
25/03/2017;22:00;0,21;0,19;"Muy buena / ";0,17;0,04;1;15;Muy buena / Oso ona;16;0;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,24
25/03/2017;21:00;0,24;0,19;"Muy buena / ";0,16;0,04;2;25;Muy buena / Oso ona;28;0;9;Muy buena / Oso ona;2;Muy buena / Oso ona;0,24
25/03/2017;20:00;0,2;0,19;"Muy buena / ";0,16;0,04;1;29;Muy buena / Oso ona;30;0;3;Muy buena / Oso ona;1;Muy buena / Oso ona;0,17
25/03/2017;19:00;0,11;0,17;"Muy buena / ";0,16;0,04;1;23;Muy buena / Oso ona;25;0;2;Muy buena / Oso ona;0;Muy buena / Oso ona;0
25/03/2017;18:00;0,23;0,15;"Muy buena / ";0,16;0,04;1;12;Muy buena / Oso ona;13;0;2;Muy buena / Oso ona;1;Muy buena / Oso ona;0,03
25/03/2017;17:00;0,15;0,15;"Muy buena / ";0,17;0,04;1;15;Muy buena / Oso ona;18;0;8;Muy buena / Oso ona;3;Muy buena / Oso ona;0
25/03/2017;16:00;0,13;0,15;"Muy buena / ";0,17;0,04;1;14;Muy buena / Oso ona;16;0;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;0
25/03/2017;15:00;0,08;0,14;"Muy buena / ";0,17;0,04;1;13;Muy buena / Oso ona;15;0;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;0
25/03/2017;14:00;0,08;0,17;"Muy buena / ";0,18;0,04;1;15;Muy buena / Oso ona;17;0;6;Muy buena / Oso ona;2;Muy buena / Oso ona;0,06
25/03/2017;13:00;0,16;0,18;"Muy buena / ";0,18;0,04;1;12;Muy buena / Oso ona;14;0;2;Muy buena / Oso ona;0;Muy buena / Oso ona;0,08
25/03/2017;12:00;0,21;0,18;"Muy buena / ";0,18;0,04;1;9;Muy buena / Oso ona;11;0;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0,03
25/03/2017;11:00;0,16;0,19;"Muy buena / ";0,18;0,04;4;16;Muy buena / Oso ona;23;0;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;0,03
25/03/2017;10:00;0,23;0,18;"Muy buena / ";0,18;0,04;1;11;Muy buena / Oso ona;12;0,02;5;Muy buena / Oso ona;0;Muy buena / Oso ona;0,12
25/03/2017;09:00;0,22;0,2;"Muy buena / ";0,18;0,04;0;10;Muy buena / Oso ona;10;0;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0
25/03/2017;08:00;0,22;0,17;"Muy buena / ";0,17;0,04;1;8;Muy buena / Oso ona;9;0;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;0
25/03/2017;07:00;0,2;0,2;"Muy buena / ";0,18;0,04;0;7;Muy buena / Oso ona;7;0;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;0
25/03/2017;06:00;0,12;0,16;"Muy buena / ";0,18;0,04;1;12;Muy buena / Oso ona;12;0;5;Muy buena / Oso ona;0;Muy buena / Oso ona;0,03
25/03/2017;05:00;0,23;0,16;"Muy buena / ";0,18;0,04;0;9;Muy buena / Oso ona;9;0;12;Muy buena / Oso ona;4;Muy buena / Oso ona;0,2
25/03/2017;04:00;0,21;0,16;"Muy buena / ";0,19;0,04;0;9;Muy buena / Oso ona;9;0;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,32
25/03/2017;03:00;0,22;0,18;"Muy buena / ";0,2;0,04;0;14;Muy buena / Oso ona;14;0,02;12;Muy buena / Oso ona;1;Muy buena / Oso ona;0,38
25/03/2017;02:00;0,25;0,19;"Muy buena / ";0,21;0,04;0;12;Muy buena / Oso ona;12;0;20;Muy buena / Oso ona;0;Muy buena / Oso ona;0,38
25/03/2017;01:00;0,42;0,17;"Muy buena / ";0,21;0,14;0;18;Muy buena / Oso ona;19;0,18;14;Muy buena / Oso ona;5;Muy buena / Oso ona;0,38
24/03/2017;24:00;;0,19;"Muy buena / ";0,21;;0;23;Muy buena / Oso ona;23;;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;
24/03/2017;23:00;;0,19;"Muy buena / ";0,21;;0;20;Muy buena / Oso ona;20;;9;Muy buena / Oso ona;2;Muy buena / Oso ona;
24/03/2017;22:00;0,32;0,21;"Muy buena / ";0,21;0,04;1;26;Muy buena / Oso ona;27;0;16;Muy buena / Oso ona;3;Muy buena / Oso ona;0,59
24/03/2017;21:00;0,32;0,22;"Muy buena / ";0,21;0,04;8;41;Muy buena / Oso ona;52;0,06;13;Muy buena / Oso ona;5;Muy buena / Oso ona;0,67
24/03/2017;20:00;0,4;0,24;"Muy buena / ";0,21;0,11;9;47;Muy buena / Oso ona;62;0,2;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;0,88
24/03/2017;19:00;0,32;0,24;"Muy buena / ";0,2;0,04;18;62;Muy buena / Oso ona;89;0,05;17;Muy buena / Oso ona;7;Muy buena / Oso ona;0,59
24/03/2017;18:00;0,25;0,22;"Muy buena / ";0,21;0,04;21;52;Muy buena / Oso ona;84;0,02;17;Muy buena / Oso ona;3;Muy buena / Oso ona;0,5
24/03/2017;17:00;0,21;0,2;"Muy buena / ";0,21;0,04;28;58;Muy buena / Oso ona;100;0;8;Muy buena / Oso ona;1;Muy buena / Oso ona;0,27
24/03/2017;16:00;0,25;0,17;"Muy buena / ";0,23;0,04;8;22;Muy buena / Oso ona;33;0,05;2;Muy buena / Oso ona;0;Muy buena / Oso ona;0,17
24/03/2017;15:00;0,29;0,17;"Muy buena / ";0,26;0,04;7;17;Muy buena / Oso ona;28;0,05;4;Muy buena / Oso ona;1;Muy buena / Oso ona;0,47
24/03/2017;14:00;0,23;0,23;"Muy buena / ";0,3;0,04;12;31;Muy buena / Oso ona;49;0,07;6;Muy buena / Oso ona;1;Muy buena / Oso ona;0,4
24/03/2017;13:00;0,23;0,2;"Muy buena / ";0,31;0,11;6;17;Muy buena / Oso ona;26;0,32;3;Muy buena / Oso ona;0;Muy buena / Oso ona;0,44
24/03/2017;12:00;0,37;0,21;"Muy buena / ";0,31;0,42;10;22;Muy buena / Oso ona;37;1,49;8;Muy buena / Oso ona;2;Muy buena / Oso ona;1,1
24/03/2017;11:00;0,37;0,26;"Muy buena / ";0,32;0,88;17;41;Muy buena / Oso ona;66;3,99;11;Muy buena / Oso ona;7;Muy buena / Oso ona;1,37
24/03/2017;10:00;0,42;0,25;"Muy buena / ";0,32;4,05;17;37;Muy buena / Oso ona;64;19,68;6;Muy buena / Oso ona;1;Muy buena / Oso ona;2,81
24/03/2017;09:00;0,59;0,33;"Muy buena / ";0,32;1,48;33;55;Muy buena / Oso ona;105;6,77;9;Muy buena / Oso ona;4;Muy buena / Oso ona;3,08
24/03/2017;08:00;0,99;0,39;"Muy buena / ";0,3;0,6;63;62;Muy buena / Oso ona;158;1,82;14;Muy buena / Oso ona;8;Muy buena / Oso ona;4,06
24/03/2017;07:00;0,49;0,54;"Muy buena / ";0,28;0,29;29;62;Muy buena / Oso ona;106;0,48;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;1,17
24/03/2017;06:00;0,42;0,29;"Muy buena / ";0,25;0,19;9;54;Muy buena / Oso ona;68;0,56;11;Muy buena / Oso ona;8;Muy buena / Oso ona;1,66
24/03/2017;05:00;0,34;0,26;"Muy buena / ";0,23;0,54;10;53;Muy buena / Oso ona;68;2;13;Muy buena / Oso ona;10;Muy buena / Oso ona;1,48
24/03/2017;04:00;0,27;0,26;"Muy buena / ";0,23;1,35;7;54;Muy buena / Oso ona;65;7,32;15;Muy buena / Oso ona;10;Muy buena / Oso ona;1,62
24/03/2017;03:00;0,31;0,24;"Muy buena / ";0,23;0,26;3;49;Muy buena / Oso ona;53;0,99;10;Muy buena / Oso ona;7;Muy buena / Oso ona;0,69
24/03/2017;02:00;0,38;0,24;"Muy buena / ";0,23;0,21;1;34;Muy buena / Oso ona;35;0,41;10;Muy buena / Oso ona;3;Muy buena / Oso ona;1,13
24/03/2017;01:00;0,62;0,24;"Muy buena / ";0,22;0,26;1;38;Muy buena / Oso ona;39;0,8;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;1,23
23/03/2017;24:00;;0,25;"Muy buena / ";0,21;;2;56;Muy buena / Oso ona;58;;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;
23/03/2017;23:00;;0,2;"Muy buena / ";0,21;;1;26;Muy buena / Oso ona;26;;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;
23/03/2017;22:00;0,33;0,19;"Muy buena / ";0,2;0,04;0;14;Muy buena / Oso ona;14;0,01;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,51
23/03/2017;21:00;0,41;0,22;"Muy buena / ";0,2;0,04;2;33;Muy buena / Oso ona;36;0,06;14;Muy buena / Oso ona;1;Muy buena / Oso ona;0,97
23/03/2017;20:00;0,63;0,26;"Muy buena / ";0,19;0,18;3;52;Muy buena / Oso ona;57;0,19;6;Muy buena / Oso ona;3;Muy buena / Oso ona;1,25
23/03/2017;19:00;0,28;0,24;"Muy buena / ";0,17;0,05;3;38;Muy buena / Oso ona;43;0,02;9;Muy buena / Oso ona;1;Muy buena / Oso ona;0,36
23/03/2017;18:00;0,2;0,19;"Muy buena / ";0,16;0,04;2;19;Muy buena / Oso ona;22;0;9;Muy buena / Oso ona;3;Muy buena / Oso ona;0,09
23/03/2017;17:00;0,23;0,18;"Muy buena / ";0,16;0,04;2;11;Muy buena / Oso ona;13;0;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;0,11
23/03/2017;16:00;0,16;0,17;"Muy buena / ";0,15;0,04;1;9;Muy buena / Oso ona;11;0;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,11
23/03/2017;15:00;0,16;0,17;"Muy buena / ";0,16;0,04;1;9;Muy buena / Oso ona;11;0;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0,04
23/03/2017;14:00;0,23;0,14;"Muy buena / ";0,16;0,04;2;9;Muy buena / Oso ona;11;0;3;Muy buena / Oso ona;1;Muy buena / Oso ona;0,22
23/03/2017;13:00;0,15;0,16;"Muy buena / ";0,16;0,04;2;9;Muy buena / Oso ona;12;0,01;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,23
23/03/2017;12:00;0,17;0,14;"Muy buena / ";0,15;0,04;2;8;Muy buena / Oso ona;10;0;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,04
23/03/2017;11:00;0,2;0,14;"Muy buena / ";0,15;0,04;2;9;Muy buena / Oso ona;12;0;3;Muy buena / Oso ona;2;Muy buena / Oso ona;0,09
23/03/2017;10:00;0,21;0,15;"Muy buena / ";0,15;0,04;1;8;Muy buena / Oso ona;10;0;2;Muy buena / Oso ona;1;Muy buena / Oso ona;0,09
23/03/2017;09:00;0,1;0,16;"Muy buena / ";0,16;0,04;1;10;Muy buena / Oso ona;12;0;2;Muy buena / Oso ona;0;Muy buena / Oso ona;0,27
23/03/2017;08:00;0,21;0,17;"Muy buena / ";0,16;0,04;1;13;Muy buena / Oso ona;15;0;7;Muy buena / Oso ona;0;Muy buena / Oso ona;0,15
23/03/2017;07:00;0,11;0,2;"Muy buena / ";0,16;0,04;0;9;Muy buena / Oso ona;9;0;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0
23/03/2017;06:00;0,13;0,14;"Muy buena / ";0,16;0,04;0;6;Muy buena / Oso ona;6;0;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;0
23/03/2017;05:00;0,13;0,14;"Muy buena / ";0,17;0,04;0;5;Muy buena / Oso ona;5;0;6;Muy buena / Oso ona;1;Muy buena / Oso ona;0,04
23/03/2017;04:00;0,2;0,13;"Muy buena / ";0,18;0,04;0;4;Muy buena / Oso ona;4;0,03;7;Muy buena / Oso ona;2;Muy buena / Oso ona;0
23/03/2017;03:00;0,15;0,12;"Muy buena / ";0,2;0,08;0;5;Muy buena / Oso ona;5;0,04;3;Muy buena / Oso ona;1;Muy buena / Oso ona;0,2
23/03/2017;02:00;0,23;0,2;"Muy buena / ";0,21;0,04;0;10;Muy buena / Oso ona;11;0,01;16;Muy buena / Oso ona;0;Muy buena / Oso ona;0,19
23/03/2017;01:00;0,33;0,19;"Muy buena / ";0,21;0,04;0;9;Muy buena / Oso ona;9;0;11;Muy buena / Oso ona;0;Muy buena / Oso ona;0,13
22/03/2017;24:00;;0,18;"Muy buena / ";0,21;;0;8;Muy buena / Oso ona;8;;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
22/03/2017;23:00;;0,2;"Muy buena / ";0,21;;0;17;Muy buena / Oso ona;17;;9;Muy buena / Oso ona;3;Muy buena / Oso ona;
22/03/2017;22:00;0,21;0,21;"Muy buena / ";0,22;0,04;0;18;Muy buena / Oso ona;18;0,04;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;0,73
22/03/2017;21:00;0,2;0,22;"Muy buena / ";0,21;0,33;3;26;Muy buena / Oso ona;30;0,68;6;Muy buena / Oso ona;3;Muy buena / Oso ona;0,97
22/03/2017;20:00;0,2;0,22;"Muy buena / ";0,21;0,04;1;27;Muy buena / Oso ona;28;0,09;7;Muy buena / Oso ona;1;Muy buena / Oso ona;0,52
22/03/2017;19:00;0,2;0,2;"Muy buena / ";0,21;0,04;1;20;Muy buena / Oso ona;21;0;10;Muy buena / Oso ona;0;Muy buena / Oso ona;0,15
22/03/2017;18:00;0,17;0,23;"Muy buena / ";0,21;0,04;1;20;Muy buena / Oso ona;22;0;5;Muy buena / Oso ona;0;Muy buena / Oso ona;0,25
22/03/2017;17:00;0,16;0,22;"Muy buena / ";0,19;0,04;2;20;Muy buena / Oso ona;23;0,04;4;Muy buena / Oso ona;0;Muy buena / Oso ona;0,28
22/03/2017;16:00;0,15;0,2;"Muy buena / ";0,19;0,18;1;11;Muy buena / Oso ona;13;0,33;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;0,65
22/03/2017;15:00;0,19;0,22;"Muy buena / ";0,18;0,19;2;16;Muy buena / Oso ona;18;0,3;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,4
22/03/2017;14:00;0,21;0,2;"Muy buena / ";0,18;0,04;3;14;Muy buena / Oso ona;18;0;2;Muy buena / Oso ona;0;Muy buena / Oso ona;0,19
22/03/2017;13:00;0,23;0,21;"Muy buena / ";0,17;0,04;3;14;Muy buena / Oso ona;18;0,01;3;Muy buena / Oso ona;0;Muy buena / Oso ona;0,7
22/03/2017;12:00;0,21;0,21;"Muy buena / ";0,17;0,04;2;17;Muy buena / Oso ona;20;0,01;8;Muy buena / Oso ona;0;Muy buena / Oso ona;0,61
22/03/2017;11:00;0,19;0,17;"Muy buena / ";0,17;0,04;3;10;Muy buena / Oso ona;15;0,01;4;Muy buena / Oso ona;0;Muy buena / Oso ona;0,1
22/03/2017;10:00;0,2;0,12;"Muy buena / ";0,17;0,04;1;9;Muy buena / Oso ona;11;0;5;Muy buena / Oso ona;3;Muy buena / Oso ona;0,18
22/03/2017;09:00;0,21;0,16;"Muy buena / ";0,17;0,04;1;11;Muy buena / Oso ona;13;0;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,12
